name,address,loc_id,latitude&longitude
"ラウンドワンさいたま・上里","埼玉県 児玉郡上里町 金久保 394-1　イオンタウン上里内","XjQucMYnocC3JQ5C6TzaRA","36.259817 139.137418"
"ビッグボウル杉戸","埼玉県 北葛飾郡杉戸町 杉戸 2338","a6-pWBjkXLt1GzxXNYdFXA","36.040094 139.720881"
"GiGO 千葉","千葉県 千葉市中央区 富士見 2-4-1","TVjWplj3qPM7t21sQBKqjw","35.611564 140.115851"
"ラッキー中央店フェリシダ","千葉県 千葉市中央区 富士見 2-8-1","25NMlVHEFQ5JYjqA8w1OlA","35.610265 140.118299"
"スポーツウェーブ鉄腕24浜野","千葉県 千葉市中央区 浜野町 1025-59","TavzBBTqdyPVxDdeZ4Qdgw","35.553981 140.126345"
"GiGO 稲毛オーツーパーク","千葉県 千葉市稲毛区 園生町 380-1","bB-kvaqjuDsllE-jaQh7Rg","35.650496 140.119135"
"スポーツウェーブ鉄腕24稲毛長沼","千葉県 千葉市稲毛区 長沼原町 697","0uMIkIh47H_iy2YlLcAnmQ","35.662008 140.126651"
"アミューズメントパフェパレパレ稲毛長沼","千葉県 千葉市稲毛区 長沼原町 737-25　フレスポ稲毛A棟-4","TE1CB9rT2Zq4SnI2jLxy0A","35.657659 140.127918"
"GiGO 幕張","千葉県 千葉市美浜区 ひび野 1-8　メッセ・アミューズ・モール1F","RPEBMrDKCVE0Q1yYFDizSg","35.64979 140.042392"
"スタジオプリモ本八幡","千葉県 市川市 八幡 2-15-10　パティオ5F","ZP6FxGu19bpEVqU1amQPSg","35.721324 139.927502"
"本八幡ゲームUNO","千葉県 市川市 八幡 2-16-6　八幡旗ビルB1F","4YU4l4ojlfoSR3lmXCPeKg","35.721728 139.926837"
"DAIKEIEN","千葉県 市川市 大町 359","3wQf1KcN70aRQ1chhYdwcw","35.762459 139.969109"
"タイトーFステーション市川妙典","千葉県 市川市 妙典 4-1-1　イオン市川妙典2番街2F","xDQGuPMEIwg-rxyCwE0ZrA","35.692538 139.926679"
"ラウンドワン市川鬼高","千葉県 市川市 鬼高 4-1-3","YWqB8Zi9rkIzdhssQA2i0g","35.711221 139.927479"
"アミューズメントエース津田沼","千葉県 船橋市 前原西 2-15-1　ファミービル1～3F","c_yGZhhKhl197dV9rsVw2A","35.692278 140.020182"
"アドアーズ船橋","千葉県 船橋市 本町 1-31-26　セブン船橋B1～4F","BI_m_MDOkQMnkT4V5bATAA","35.700394 139.984187"
"タイトーステーション船橋","千葉県 船橋市 本町 1-6-1","RGI09Zl2-x7hyCYh5fEJRQ","35.699891 139.985971"
"テクモピア船橋南口","千葉県 船橋市 本町 1-7-6　ドリーム船橋ビル3F","u9-8SQQDNZIfUDcGpJjO0A","35.699019 139.985808"
"イスカンダル木更津","千葉県 木更津市 潮見 4-1-2","ViY_jgYvVlwVMVIzD-H-Uw","35.369768 139.917581"
"GiGO 八柱","千葉県 松戸市 日暮 1-1-1　八柱駅第2ビル2F","NwWn3KYY6c4T42TTco1IAg","35.791226 139.937609"
"namco松戸","千葉県 松戸市 松戸 1230-1　ピアザ松戸1F","0cSpvzzy2Qk8q9gs-FY0Bw","35.78365 139.900868"
"アピナ野田七光台","千葉県 野田市 七光台 4-2　イオンタウン野田七光台内","BgWUKzErCYXGY8JpUx9W4Q","35.980975 139.851598"
"千葉レジャーランド野田","千葉県 野田市 吉春 776-1","1WM0ORQybNaJjDQM1vRBqg","35.97146 139.865334"
"アミュージアム茂原","千葉県 茂原市 高師 1619-1","KNeXGSJNVHfbRR81PcpoEw","35.436923 140.284756"
"プラサカプコン成田","千葉県 成田市 ウイング土屋 24　イオンモール成田2F","g15jfUnDypHF1AhZhS5XWw","35.795833 140.317616"
"アミューズメントパレスワンダーヴュー成田","千葉県 成田市 飯仲 11-18　グリーンパーク長命泉内","Hx3Q3S8oxBEU-jH2ENHw1g","35.755811 140.302631"
"ラッキー佐倉","千葉県 佐倉市 井野 1475","yQCVD2gTLEUH8mwqFOVwLQ","35.718451 140.136226"
"GiGO 旭","千葉県 旭市 ニ字野場 3150-1","Q4LyI7FYX7SxoEtEK5OM-g","35.72357 140.63956"
"シルクハット津田沼","千葉県 習志野市 津田沼 1-2-1　十三ビルB1F","KZF9-djPLFXmNUF7ZhD1sw","35.690372 140.022233"
"ゲームランド津田沼","千葉県 習志野市 津田沼 1-23-1　イオンモール津田沼2F","qqm6HMqSyup7ay0b0MRDUw","35.690481 140.024784"
"タイトーFステーション柏中央","千葉県 柏市 十余二 249-5　M.E.M.1F","dOxbnlEC8Y8yDdDe3og36w","35.882114 139.959469"
"柏ヤングボウル","千葉県 柏市 南柏中央 11-1","0SIH5e4tyHzhutaIABL5Dw","35.84596 139.957033"
"ラウンドワンスタジアムアリオ柏","千葉県 柏市 大島田 1-6-1　セブンパークアリオ柏　1070","-Oiab6x3TMu27XiHb1xSUQ","35.832332 140.011942"
"ゲームセンターB-1","千葉県 柏市 旭町 1-1-16　中崎ビルB1F","Lm25qltjbL3iQe0yKImgpA","35.862727 139.969235"
"GiGO 柏","千葉県 柏市 柏 1-1-11　ファミリかしわB1F","biV5H1Babq1Lc-MTLKHe-Q","35.861488 139.970901"
"ゲームガリバー柏","千葉県 柏市 柏 1-1-11　ファミリかしわB1F","r8-OtXqZTh_79G7MGYKUvw","35.861686 139.971118"
"アルファー柏","千葉県 柏市 柏 1-1-11　ファミリかしわB1F","6Tnh14Q-6vpEhQmJChnoOA","35.861686 139.971118"
"タイトーステーション柏","千葉県 柏市 柏 2-3-1　フーサワビル","0lud_r0jOVEf-nzW2lClxw","35.861344 139.972762"
"ゲームチャリオット五井","千葉県 市原市 五井中央西 2-1-2","vnlsDMyNjkpaomDjiFhdFQ","35.513611 140.089812"
"ラウンドワン市原","千葉県 市原市 八幡北町 3-5-1","WG-IpOGWramgo6gcF2IDIQ","35.547482 140.123382"
"ゲームチャリオット辰巳","千葉県 市原市 市原 500-1","WnfSYj-JjPinWJajBgUqQw","35.524912 140.121933"
"ウェアハウス南流山","千葉県 流山市 南流山 4-16-6","uugYWQAYBtejcM0caHfViw","35.840082 139.904988"
"ラッキー八千代店バッティングドーム","千葉県 八千代市 大和田新田 1088","yJlTTFVP-opRXgXssouStA","35.724505 140.067347"
"キャッツアイ八千代","千葉県 八千代市 緑が丘西 2-13-3　ism緑が丘内","E5VWCP3-Eq5Hug2yhJAJeg","35.733136 140.073098"
"GiGO 我孫子","千葉県 我孫子市 柴崎 47-1","BNOuDcma_jbTp2CAX92b1w","35.878187 140.030042"
"GiGO イオンスタイル新浦安SC","千葉県 浦安市 入船 1-4-1　イオンスタイル新浦安店4F","cY5s761DykubPF3kB8WeaA","35.649293 139.915094"
"ゲームプラザセントラル浦安","千葉県 浦安市 北栄 1-16-15　第四セントラルビル","BXwiJ_DXFJiKGWZjASoBwg","35.665168 139.893369"
"八街ヤングボウル","千葉県 八街市 八街ほ 380-11","5pSQSRzQzH6jTll8ga43ag","35.652081 140.319537"
"アピナ印西","千葉県 印西市 原 1-2　ビッグホップガーデンモール印西2F","E5y7ILWSGuN8oAb__t20pQ","35.803391 140.164946"
"フリスポ佐原","千葉県 香取市 佐原イ 4200　佐原ミナミボウルゲームコーナー","uL41kWjtAY4HQb0NTrRjzQ","35.901146 140.493511"
"千葉レジャーランド成東","千葉県 山武市 姫島 111-1","CCZZIs9jbUSX3K8jq5c0sA","35.588434 140.390275"
"Hey","東京都 千代田区 外神田 1-10-5　廣瀬本社ビル","_QJ_v7QJD6_3GmPsuxTnrw","35.699033 139.770942"
"GiGO 秋葉原1号館","東京都 千代田区 外神田 1-10-9","eTO0AUSB2uwlany_y-vvIA","35.698702 139.771017"
"ゲームパニック秋葉原","東京都 千代田区 外神田 1-13-1　Akihabara　ex","rjRsDH0axSLSSQ9B4xO5wA","35.698852 139.7716"
"namco秋葉原","東京都 千代田区 外神田 1-15-9","s-OlMZTtnjjcIfIGK4NaUA","35.698009 139.772416"
"東京レジャーランド秋葉原","東京都 千代田区 外神田 1-9-5","YlXs7PTJ5d1KKhc6E0qvcA","35.698854 139.770105"
"タイトーステーション秋葉原","東京都 千代田区 外神田 4-2-2　貴三ビル","_eibz69Hb8bFn6hEZQmGMQ","35.700222 139.771718"
"東京レジャーランド秋葉原2号","東京都 千代田区 外神田 4-3-3　ミナミビル6・7F","Fkt_NpDF1gcaMOz7dpSMqA","35.700784 139.771886"
"ゲームダイアナ・ネオ","東京都 港区 新橋 2-16-1　ニュー新橋ビルB1-65号","pXcgwlulxjQVO7dWOxWa-Q","35.666412 139.757462"
"新宿スポーツランド本館","東京都 新宿区 新宿 3-22-12","YElI7xKKPkVecrB1Yf0BtA","35.693126 139.701829"
"タイトーステーション新宿東口","東京都 新宿区 新宿 3-22-7　指田ビル","cbsbP0WpTjKN6-9nexwQfg","35.693239 139.701344"
"タイトーステーション新宿南口ゲームワールド","東京都 新宿区 新宿 3-35-8","kjwJcVqJoOp6fCNeraaMCg","35.689921 139.702309"
"ゲームパニック新宿歌舞伎町","東京都 新宿区 歌舞伎町 1-20-1　ヒューマックスパビリオン新宿歌舞伎町1F・2F","kogiSusW_Xa8raSLz4QVYA","35.695809 139.701513"
"GiGO 神楽坂","東京都 新宿区 神楽坂 2-11　第2カグラヒルズ1F","eODcmAvB7oiXpnqG3r8_yg","35.701037 139.742011"
"GiGO新宿西口","東京都 新宿区 西新宿 1-12-5　西口三平ビル","QBMUwlBi9EUfqaBNd-XFZQ","35.689487 139.697409"
"タイトーステーションBIGBOX高田馬場","東京都 新宿区 高田馬場 1-35-3　BIG BOX高田馬場6F","SNT5FrR1RNQH3ToEods_6g","35.712591 139.704372"
"高田馬場ゲームセンターミカド","東京都 新宿区 高田馬場 4-5-10　オアシスプラザ","NXAP6XZ65xrSbjPCm4zWZw","35.71268 139.703346"
"GiGO 高田馬場","東京都 新宿区 高田馬場 4-7-5　高田馬場グランド東京ビル","LkdrLwBP7_O-w3HliV6VsA","35.713602 139.703722"
"タイトーステーション上野アメ横","東京都 台東区 上野 4-10-17","iiq20kMDQS2Uz99D2HvUhg","35.710534 139.774424"
"タイトーステーション上野御徒町","東京都 台東区 上野 4-6-9　湯島商事ビル","exTyM-RAJo6XRc0A1lMJ7w","35.708891 139.774377"
"アドアーズ上野アメ横","東京都 台東区 上野 4-9-14　上野K.K.ビルB1～4F","_Yws2EzN95JD_MlHXBz4qA","35.709553 139.774222"
"タイトーステーション浅草","東京都 台東区 浅草 1-27-5","NvptRj3H7LEmwZ3agBeeGw","35.712613 139.79391"
"アドアーズ浅草","東京都 台東区 浅草 1-42-4　パシフィックコート浅草B1・1F","vej3pd48eMKhUc4RyQa-Gw","35.713231 139.793467"
"タイトーFステーションオリナス錦糸町","東京都 墨田区 太平 4-1-2　オリナスモールB1F","RaZcGCcd8ZbHCrhGIY8zBA","35.700401 139.815649"
"タイトーステーション錦糸町楽天地","東京都 墨田区 江東橋 4-27-14　楽天地ビルB1F","oERfbDdmSSmABdi_f-U2Vg","35.696498 139.815807"
"アドアーズ亀戸","東京都 江東区 亀戸 5-2-6　サンエービル1～5F","cwCi9f1M_FyyJTXuymC4iw","35.698954 139.825841"
"ラウンドワン南砂","東京都 江東区 南砂 6-7-15　南砂町SCトピレックプラザ4F","wtvj3IWp4Y3zTXdJHHQYog","35.671914 139.835959"
"ラウンドワンスタジアムダイバーシティ東京プラザ","東京都 江東区 青海 1-1-10　ダイバーシティ東京プラザ6F　61000番","DR-gIODZjvd0wOxtt8Sklg","35.62514 139.775394"
"GiGO 自由が丘","東京都 目黒区 自由が丘 2-10-9","nzyp7oMZCZYKxaGPZ7ESoQ","35.608444 139.667566"
"GiGO 大森","東京都 大田区 山王 2-1-5　大森駅ララビル2F","qjSW1JBzYceqBvnOnUsiig","35.589944 139.728434"
"シルクハット大森","東京都 大田区 山王 2-4-1　大森駅前ビル2F","6986OGVEBEi0hNaIcq_zrg","35.589028 139.728029"
"GiGO 池上","東京都 大田区 池上 6-2-3　松山ビル2F","UrybCfG7VA7e2Q_ySXZ3kg","35.572664 139.702127"
"シルクハット蒲田西口","東京都 大田区 西蒲田 7-2-3　第二醍醐ビルB1～2F","ZFlsXGcII04t-cmIufQU_g","35.563073 139.715965"
"世田谷オークラボウル","東京都 世田谷区 桜 3-24-1","G5yEZ3ZeU3rhPNN6l77utw","35.64052 139.638638"
"アミューズメントスペースASO:VIBA！","東京都 渋谷区 恵比寿 1-10-5　三恵エビスビル2・3F","FFmEzNE2SNEmuVWU8Yywpg","35.646809 139.710968"
"GiGO 渋谷宮益坂","東京都 渋谷区 渋谷 1-14-14　EST渋谷東口会館1F","2xEHM65OS8rDRV9Enc_Whw","35.660016 139.70259"
"タイトーステーション渋谷","東京都 渋谷区 渋谷 1-24-12　渋谷東映プラザビルB1・1F","EZWTlW64YKypLebpLtzA3Q","35.659955 139.701955"
"アドアーズ中野","東京都 中野区 中野 5-52-15　中野ブロードウェイ1F　185","-NoWkNoJwRiNep1LBnGxtA","35.709207 139.665622"
"namco中野","東京都 中野区 中野 5-52-15　中野ブロードウェイ別館","BlQ9dEVrA_Oj20-Ywyri5Q","35.709104 139.666118"
"アピナ荻窪","東京都 杉並区 上荻 1-13-10　ハクサンビル","AKbzQtbQxbTAACYifp4ABQ","35.705014 139.618174"
"ゲームスタジオキューブ高円寺","東京都 杉並区 高円寺南 4-26-12　福丸ビルB1F","mirODnjHkJm2DgjAYFT80g","35.70493 139.649513"
"ゲームW","東京都 豊島区 南長崎 5-27-6","SJTfTmHPxS6xeskbr9uzQA","35.7292 139.682885"
"namco巣鴨","東京都 豊島区 巣鴨 1-15-1　宮田ビルB1・B2F","HA7tpRVAo6my84_HRuQ5Dw","35.733184 139.739923"
"GiGO 総本店","東京都 豊島区 東池袋 1-13-6","TzT3X8yKwuVVbfYS6FNJ1g","35.729531 139.71471"
"ラウンドワン池袋","東京都 豊島区 東池袋 1-14-1　池袋スクエア内","XVFBqLGoGGtHLD-_2pm7tQ","35.730001 139.714862"
"namco池袋","東京都 豊島区 東池袋 1-22-10　ヒューマックスパビリオン池袋サンシャイン60通り1F","12sho9Dc9ujiEFcoBs5Q5w","35.72968 139.715769"
"アドアーズ池袋東口","東京都 豊島区 東池袋 1-41-4　池袋とうきゅうビル1・2F","LSePqOMx0Y0Lom7UBsNJ7A","35.731786 139.713145"
"ゲームサファリ池袋","東京都 豊島区 東池袋 1-42-3　やすだ東池袋店2F","hN-oihD-_EWc_60vFu-QUw","35.732339 139.713315"
"タイトーステーション池袋西口","東京都 豊島区 西池袋 1-15-9","bOP7azTcoAY7m5DWVD9WwA","35.73055 139.709742"
"タイトーステーション池袋ロサ","東京都 豊島区 西池袋 1-37-12　ロサ会館1F","m02isnaIz2ETdsmu5FB_0Q","35.732387 139.70924"
"ゲームリボン東十条","東京都 北区 東十条 4-4-23　岩本ビル","3UgAyhiIauCCeN7oDICNgg","35.765808 139.727508"
"namco王子サンスクエア","東京都 北区 王子 1-4-1　サンスクエアビル2F","7QH3F8Il6P_PZfkdDdFTrg","35.752995 139.738881"
"GiGO 赤羽駅前","東京都 北区 赤羽 1-2-4","ENHwoDol8N96gUob6ofMcw","35.778251 139.721592"
"GiGO 赤羽","東京都 北区 赤羽 1-7-9　赤羽第一葉山ビルB1F","xghdJL0PpJS_PJ719smIVg","35.779017 139.722347"
"西日暮里 GAME SPOT VERSUS","東京都 荒川区 西日暮里 5-15-10　今井ビル3F","VSq_dp6uakbjiJ092Zs_Ig","35.731918 139.768018"
"ゲームサファリ大山","東京都 板橋区 大山東町 60-10　やすだ大山駅前店2F","qIXiCUHTHWPk8lIeUBgV-w","35.749115 139.702231"
"ゲームニュートン志村","東京都 板橋区 志村 3-24-3　高橋ビル1F","2EvLVa1UErAopeb-PEGwYA","35.777847 139.68562"
"ラウンドワンスタジアム板橋","東京都 板橋区 相生町 16-13","6uH9mqwjq-ezWQbDb6cFsg","35.776626 139.678642"
"ゲームパーク石神井公園","東京都 練馬区 石神井町 3-17-16","znVi0xnIOyxDSaOI1AhYQA","35.742783 139.604521"
"ミラクルイン中村橋","東京都 練馬区 貫井 1-1-2　YKビル2F","zbk5tSAhBMM3jbB3cBoX0Q","35.737137 139.638356"
"ゲームセンターワイワイ","東京都 練馬区 貫井 3-5-6　ドンズビル2F","prXT6m6xA-bjaCg47bogdA","35.735589 139.627999"
"ウェアハウス保木間","東京都 足立区 保木間 1-1-19","O812QeQDwrGKUMuMdZgmPw","35.789179 139.803179"
"ウェアハウス入谷ゴルフ","東京都 足立区 入谷 7-8-11","HBZjGEvjRHmreJC0Eq_kfw","35.801136 139.760976"
"ゲーマーズカフェクエスト","東京都 足立区 千住寿町 2-17　松伝ビル2F","fQvuaHNsfTQsHcCOhbMJlw","35.751462 139.799892"
"GiGO 竹の塚","東京都 足立区 竹の塚 6-8-6","hG35cxR2XNJmIno4y-RfkA","35.794751 139.792497"
"ハイテクランドキューデン","東京都 足立区 西新井栄町 2-7-2　球殿2F","qGSuoCfibnE-2c9lJZFqOw","35.777189 139.789391"
"東京レジャーランド亀有","東京都 葛飾区 亀有 3-21-2","7WeZp98sG5l5t298FDHPPA","35.765417 139.848012"
"アドアーズ新小岩","東京都 葛飾区 新小岩 1-44-4　リバティビルB1～3F","6LLAHzMEASAvjK_ozDYSXg","35.716169 139.85813"
"江戸川ヤングボウル","東京都 江戸川区 中央 4-22-25","_PcS3ppN4kNpsZy2HUKmPQ","35.711256 139.869435"
"ドットコム葛西","東京都 江戸川区 中葛西 3-35-5","fPWGIJ4NOxIw1BAJ7al23Q","35.664361 139.872178"
"GiGO 船堀","東京都 江戸川区 船堀 1-6-11","F0m56VLrB_9JV-XVDwEOWw","35.684804 139.863907"
"GiGO 西葛西","東京都 江戸川区 西葛西 5-1-14　第一保志ビル","22ncYCzeXPyf8D8UDEmr9w","35.665297 139.859269"
"アピナ八王子みなみ野","東京都 八王子市 みなみ野 1-2-1　アクロスモール3F","iqhcSwoVCCllFHhUa5G4gQ","35.630495 139.3296"
"シルクハット八王子","東京都 八王子市 旭町 2-5　八王子ツインタワービルA館","uCuTGy2TKkyo_DKTEyQwGg","35.656307 139.338427"
"ゲームプラザセントラル八王子","東京都 八王子市 東町 12-15　第五セントラルビル","Z_52hsJrffyzWMqIs5C-Og","35.658037 139.338151"
"ドラマ八王子高倉","東京都 八王子市 高倉町 55-4","KIdCTp9vgKMB1pOWen-b8Q","35.665072 139.366486"
"タイトーステーション立川北口","東京都 立川市 曙町 2-4-5","Yih1CoKG2xSObe7uo60VVw","35.69911 139.412096"
"GiGO 立川","東京都 立川市 柴崎町 3-2-1　サザンビル1F","l1PJ2RhdSrzlUBvi1hI1ow","35.69751 139.41462"
"プラサカプコン吉祥寺","東京都 武蔵野市 吉祥寺本町 1-10-1　いなりやビルB1F","m5Fn3xvt1CTW_CexoKpzqA","35.705349 139.579089"
"ラウンドワン吉祥寺","東京都 武蔵野市 吉祥寺本町 1-11-22","Yuo1s49iDiztJYkC7i3vrA","35.706302 139.58078"
"東京レジャーランド吉祥寺","東京都 武蔵野市 吉祥寺本町 1-3-7　YSビルB1～4F","nAU8y234GWkWLkAsxdpmlQ","35.703598 139.578705"
"タイトーFステーション吉祥寺JOY","東京都 武蔵野市 吉祥寺本町 1-8-23　河田ビル","jUVIY26MxD1BjaUmD0ahEQ","35.704189 139.57953"
"キャロム青梅","東京都 青梅市 千ケ瀬町 4-326-1","ZE12GWkELK5D0AR-iCvjgw","35.786113 139.269937"
"ラウンドワン府中本町駅前","東京都 府中市 本町 1-13-3　カネタビル","Tk0mfSgQLoQ1yJXInOLHlg","35.66724 139.477378"
"アドアーズ仙川","東京都 調布市 仙川町 2-21-12　VICビル7　1～3F","r-qoNkjNS-0akdAPimoKXA","35.662492 139.584094"
"アミューズランドモナコ調布駅前","東京都 調布市 布田 4-2-22","u3rUqN1J7ItwkxYdQYgi8g","35.651216 139.544341"
"GiGO 町田","東京都 町田市 原町田 6-13-17　アーバンミサワビルB1・1F","p_8gYsYmf71ucHkZWTjV6w","35.543868 139.446982"
"タイトーステーション町田","東京都 町田市 原町田 6-21-23　松山ビル","WTq6n5ZpC40Z8CPuEWRrXA","35.542694 139.448454"
"アドアーズ町田","東京都 町田市 原町田 6-21-25　大正堂第2ビル1～4F","X0PvqucbXboibf0_RtkFcQ","35.54283 139.448182"
"ラウンドワン町田","東京都 町田市 森野 1-13-14","lRJjNr5TpAmhIptlbQXoKw","35.543953 139.443243"
"ウェアハウス一橋学園","東京都 小平市 学園東町 1-4-39　平山ビル3F","rzoBvmyQ0uKnIKRR1VbGSw","35.723403 139.480716"
"ゲーム・イン・ファッツ久米川","東京都 東村山市 栄町 2-22-21　南ビル1F","RYPq9fGRaFADjXqEnW2K_A","35.748597 139.471086"
"タイトーステーション国分寺","東京都 国分寺市 本町 3-5-11","vfwnTBMykKE4MtOGLeikWg","35.700731 139.481363"
"GiGO 福生","東京都 福生市 福生 1076-1","sE6mrk-qjpgYfhozpXyhTA","35.744661 139.324265"
"ラウンドワン武蔵村山","東京都 武蔵村山市 伊奈平 3-1-1","8iZuUbTglvWjD2OAAv7VYw","35.735329 139.382362"
"Amusement&amp;Game MAGHREB","東京都 多摩市 落合 1-41-1　マグレブWEST 1・2F","3f2m-WCjPzKI_MasZEjnNw","35.624544 139.425617"
"ユーズランド日の出","東京都 西多摩郡日の出町 平井字三吉野桜木 237-3　イオンモール日の出3F","epO3RpifzpZpLxfF1iasgQ","35.734965 139.275355"
"ドラマ瑞穂","東京都 西多摩郡瑞穂町 武蔵 382-1","lNHNCsl9IrByBAXOpuiqEg","35.76359 139.356739"
"シルクハット伊勢佐木町","神奈川県 横浜市中区 伊勢佐木町 3-96　日活会館3F","3bWuQDdHOePICuG1SK56wA","35.44281 139.629984"
"アミューズメントレイブファクトリーマーズ","神奈川県 横浜市中区 長者町 6-105","9nJrsQtaNPJLd5YDNpHNwA","35.442854 139.630955"
"タイトーステーション戸塚西口","神奈川県 横浜市戸塚区 戸塚町 4023","qPEde2NsqUOT7R5n1QDqUA","35.399521 139.53185"
"アストロ鶴ヶ峰","神奈川県 横浜市旭区 鶴ケ峰本町 1-38-3　2F","JQYzWYfAjRp3zSDW7SNxXQ","35.476722 139.543342"
"イミグランデ日吉","神奈川県 横浜市港北区 日吉 2-2-4　日吉ビル","vfZAAwvNliDaDTWBVTGb-Q","35.554031 139.646466"
"GiGO綱島","神奈川県 横浜市港北区 綱島西 2-6-29　城田ビル1～3F","qlt9SDdZg6F2XuuT8v_h3w","35.536391 139.632862"
"アミューズメントパークジアス上大岡","神奈川県 横浜市港南区 上大岡西 2-1-28　赤い風船パーク本館2F","7pcdi0GG86PjSUjHsJxjew","35.406637 139.596105"
"GiGO 新杉田","神奈川県 横浜市磯子区 杉田 1-1-1　らびすた新杉田2F","OLKTYMadAAtvWIItlgQmSw","35.385822 139.619279"
"タイトーステーション横浜西口五番街","神奈川県 横浜市西区 南幸 1-12-9","yxzxsSQbWwWnWaXvuAOtwA","35.46473 139.619521"
"ラウンドワン横浜駅西口","神奈川県 横浜市西区 南幸 2-8-16","iLHpYbDKF0BZL-z8dGegTw","35.463868 139.618045"
"ドラマ港北インター","神奈川県 横浜市都筑区 東方町 321-6","7vwCKZ0ruNLUK-MPdfq5kQ","35.519334 139.584775"
"GiGO センター南","神奈川県 横浜市都筑区 茅ケ崎中央 3-25　aune港北1F","W-xCYkmE4lyJN6SsSKg6hA","35.544602 139.574639"
"ゲームコスモ金沢文庫","神奈川県 横浜市金沢区 谷津町 344","L0TBQw7tRJ7uvYDcCPvHmw","35.342916 139.622753"
"ゲームコスモ鶴見","神奈川県 横浜市鶴見区 豊岡町 17-4　1F","4caI18HxyM--r31INeLBTQ","35.509295 139.675513"
"ジョイランド中原","神奈川県 川崎市中原区 上小田中 6-19-6","KMjn3bz8ASFv7buGQ7JHrA","35.580154 139.642182"
"タイトーFステーション向ヶ丘遊園","神奈川県 川崎市多摩区 登戸 2718-1","ifuqpcbwK9lgu2zCURVyVQ","35.616468 139.565075"
"ラウンドワンスタジアム川崎大師","神奈川県 川崎市川崎区 殿町 1-5-1","IaOkkHseA-BKry96dQ2Wqg","35.538041 139.741716"
"アドアーズイサゴ","神奈川県 川崎市川崎区 砂子 2-5-5　岡田屋2BKビル1・2F","r01D2Il1Uuh--fuUE5V_lQ","35.52971 139.700491"
"ベネクス川崎","神奈川県 川崎市川崎区 鋼管通 4-8-3","xF5VtyJI4KUBcZEq97NxVw","35.512081 139.713864"
"シルクハット川崎モアーズ","神奈川県 川崎市川崎区 駅前本町 7　川崎モアーズ1・2F","WMFhuhyYqB97ZnO74L8ySA","35.530567 139.699745"
"シルクハット川崎ダイス","神奈川県 川崎市川崎区 駅前本町 8　ダイスビルB2F","WbwlFMTjE71sKGogTo1c5w","35.531536 139.700121"
"モーリーファンタジークロスガーデン川崎","神奈川県 川崎市幸区 小倉 5-19-23","tkOGL4Kw0javabSjgJ73wg","35.539291 139.66769"
"ラウンドワン高津","神奈川県 川崎市高津区 二子 4-8-1","T1VSCwia8_ogslKLPFSjTA","35.602794 139.619569"
"タイトーステーション溝の口","神奈川県 川崎市高津区 溝口 1-11-8　OKKA634ビル1F","eY7_H2gIdEfHI6x8OJ8H8w","35.600144 139.612488"
"イミグランデ溝口","神奈川県 川崎市高津区 溝口 1-14-7　第2カスタムビル","JCVi3R_WddnYHVgz9xshaA","35.600523 139.614487"
"ムトス相模原","神奈川県 相模原市中央区 中央 2-1-5","WMrnB_FuR_TpvfOUyfy0MQ","35.573574 139.371038"
"GiGO 相模原ラクーン","神奈川県 相模原市中央区 小山 1-1-14　相模原ラクーン1F","bQVpPdAejXefD_AE1iv3vA","35.584314 139.362142"
"GiGO 相模大野","神奈川県 相模原市南区 相模大野 3-13-2　東和ビル2・3F","9C7K-2_jTflBNREdgq967A","35.532209 139.435826"
"アドアーズ橋本","神奈川県 相模原市緑区 橋本 3-3-1　SING橋本2F","YS5oS-yQQGQLIICVQtj6ww","35.594567 139.34882"
"アピナ橋本","神奈川県 相模原市緑区 西橋本 5-1-1　ラ・フロール駐車場棟1F","9Ko9cYGAzOzBsFpId1Bh_w","35.598006 139.336517"
"プラサカプコン横須賀","神奈川県 横須賀市 若松町 2-30　横須賀モアーズシティ4F","4B4XPEruyp_8pkZ0uX-9Ug","35.278321 139.67008"
"ラウンドワンららぽーと湘南平塚","神奈川県 平塚市 天沼 10-1　ららぽーと湘南平塚3F","GRo_mC02M87GF-6ttlHpOA","35.337941 139.356048"
"シルクハット大船","神奈川県 鎌倉市 大船 1-24　大船駅前ビル1～3F","otcrs1raTlcj0Y7VIIIXxQ","35.353199 139.532566"
"タイトーステーション藤沢","神奈川県 藤沢市 南藤沢 21-1","F8N26FXO5XFiVtl2VstIPA","35.337237 139.487361"
"ドラマ藤沢","神奈川県 藤沢市 本藤沢 5-6-8","RMX-dUCjpOYMZXuun0uTww","35.358127 139.468134"
"アドアーズ藤沢北口","神奈川県 藤沢市 藤沢 460-1　3・4F","fekvFlDwJqSYwezM5Cx2Ww","35.339575 139.486316"
"楽市楽座湘南藤沢","神奈川県 藤沢市 辻堂新町 4-3-5　MrMax湘南藤沢SC2F","X8jTn_dm6aWKJe3IT8tFdA","35.339722 139.464091"
"ゲームインファンファン藤沢店新館","神奈川県 藤沢市 鵠沼石上 1-3-8","Y2LWrIB33NvEwmtIDgy1oQ","35.336578 139.489165"
"小田原メトロポリス","神奈川県 小田原市 前川 219-4","ljRWgmWbQdDuEtdv7t_lLg","35.278744 139.194079"
"タイトーステーション小田原","神奈川県 小田原市 栄町 1-3-12","tl3ILb4IiSWu2UicdxmvZw","35.254937 139.156137"
